Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	pizzatortoorusunngikkaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	pizzatortoorusunngikkaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	pizzatortoorusunngikkaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+1Sg	pizzatortoorusunngikkaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+2Sg	pizzatortoorusunngikkaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+3Sg	pizzatortoorusunngikkaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	pizzatortoorusunngilagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	pizzatortoorusunngilanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	pizzatortoorusunngilaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	pizzatortoorusunngilatit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+1Sg	pizzatortoorusunngitsunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+1Sg+LI	pizzatortoorusunngitsungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+1Sg+LU	pizzatortoorusunngitsungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+2Sg	pizzatortoorusunngitsutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+2Sg+LI	pizzatortoorusunngitsutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+2Sg+LU	pizzatortoorusunngitsutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+3Sg	pizzatortoorusunngitsoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+3Sg+LI	pizzatortoorusunngitsorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Par+3Sg+LU	pizzatortoorusunngitsorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	pizzatortoorusussagaluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	pizzatortoorusussagaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	pizzatortoorusussagaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	pizzatortoorusussagaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Par+1Sg	pizzatortoorusussagaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Par+2Sg	pizzatortoorusussagaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Par+3Sg	pizzatortoorusussagaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Ind+1Pl	pizzatortoorusussaagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Ind+1Sg	pizzatortoorusussaanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Ind+3Sg	pizzatortoorusussaaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Int+2Sg	pizzatortoorusussavit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+1Sg	pizzatortoorusussasunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+1Sg+LI	pizzatortoorusussasungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+1Sg+LU	pizzatortoorusussasungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+2Sg	pizzatortoorusussasutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+2Sg+LI	pizzatortoorusussasutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+2Sg+LU	pizzatortoorusussasutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+3Sg	pizzatortoorusussasoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+3Sg+LI	pizzatortoorusussasorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Par+3Sg+LU	pizzatortoorusussasorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Pl	pizzatortoorusuttaraluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg	pizzatortoorusuttaraluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Sg	pizzatortoorusuttaraluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg	pizzatortoorusuttaraluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Par+1Sg	pizzatortoorusuttaraluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Par+2Sg	pizzatortoorusuttaraluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Par+3Sg	pizzatortoorusuttaraluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Pl	pizzatortoorusuttanngikkaluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg	pizzatortoorusuttanngikkaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Sg	pizzatortoorusuttanngikkaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg	pizzatortoorusuttanngikkaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+1Sg	pizzatortoorusuttanngikkaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+2Sg	pizzatortoorusuttanngikkaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+3Sg	pizzatortoorusuttanngikkaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Pl	pizzatortoorusuttanngilagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg	pizzatortoorusuttanngilanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Sg	pizzatortoorusuttanngilaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg	pizzatortoorusuttanngilatit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg	pizzatortoorusuttanngitsunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg+LI	pizzatortoorusuttanngitsungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg+LU	pizzatortoorusuttanngitsungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+2Sg	pizzatortoorusuttanngitsutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+2Sg+LI	pizzatortoorusuttanngitsutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+2Sg+LU	pizzatortoorusuttanngitsutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+3Sg	pizzatortoorusuttanngitsoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+3Sg+LI	pizzatortoorusuttanngitsorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Par+3Sg+LU	pizzatortoorusuttanngitsorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Ind+1Pl	pizzatortoorusuttassaagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Ind+1Sg	pizzatortoorusuttassaanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Ind+3Sg	pizzatortoorusuttassaaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Int+2Sg	pizzatortoorusuttassavit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg	pizzatortoorusuttassasunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg+LI	pizzatortoorusuttassasungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg+LU	pizzatortoorusuttassasungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+2Sg	pizzatortoorusuttassasutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+2Sg+LI	pizzatortoorusuttassasutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+2Sg+LU	pizzatortoorusuttassasutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+3Sg	pizzatortoorusuttassasoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+3Sg+LI	pizzatortoorusuttassasorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+SSA+V+Par+3Sg+LU	pizzatortoorusuttassasorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Ind+1Pl	pizzatortoorusuttarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Ind+1Sg	pizzatortoorusuttarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Ind+3Sg	pizzatortoorusuttarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Int+2Sg	pizzatortoorusuttarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Par+1Sg	pizzatortoorusuttartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Par+2Sg	pizzatortoorusuttartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Par+3Sg	pizzatortoorusuttartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Ind+1Pl	pizzatortoorusuppugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Ind+1Sg	pizzatortoorusuppunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Ind+3Sg	pizzatortoorusuppoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Int+2Sg	pizzatortoorusuppit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Par+1Sg	pizzatortoorusuttunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Par+2Sg	pizzatortoorusuttutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Par+3Sg	pizzatortoorusuttoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Ind+1Pl	pizzatortuunngikkaluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Ind+1Sg	pizzatortuunngikkaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Ind+3Sg	pizzatortuunngikkaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Int+2Sg	pizzatortuunngikkaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Par+1Sg	pizzatortuunngikkaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Par+2Sg	pizzatortuunngikkaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Par+3Sg	pizzatortuunngikkaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Ind+1Pl	pizzatortuunngilagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Ind+1Sg	pizzatortuunngilanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Ind+3Sg	pizzatortuunngilaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Int+2Sg	pizzatortuunngilatit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+1Sg	pizzatortuunngitsunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+1Sg+LI	pizzatortuunngitsungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+1Sg+LU	pizzatortuunngitsungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+2Sg	pizzatortuunngitsutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+2Sg+LI	pizzatortuunngitsutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+2Sg+LU	pizzatortuunngitsutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+3Sg	pizzatortuunngitsoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+3Sg+LI	pizzatortuunngitsorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+NNGIT+V+Par+3Sg+LU	pizzatortuunngitsorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Ind+1Pl	pizzatortuussagaluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Ind+1Sg	pizzatortuussagaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Ind+3Sg	pizzatortuussagaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Int+2Sg	pizzatortuussagaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Par+1Sg	pizzatortuussagaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Par+2Sg	pizzatortuussagaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+GALUAR+V+Par+3Sg	pizzatortuussagaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Ind+1Pl	pizzatortuussaagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Ind+1Sg	pizzatortuussaanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Ind+3Sg	pizzatortuussaaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Int+2Sg	pizzatortuussavit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+1Sg	pizzatortuussasunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+1Sg+LI	pizzatortuussasungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+1Sg+LU	pizzatortuussasungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+2Sg	pizzatortuussasutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+2Sg+LI	pizzatortuussasutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+2Sg+LU	pizzatortuussasutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+3Sg	pizzatortuussasoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+3Sg+LI	pizzatortuussasorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+SSA+V+Par+3Sg+LU	pizzatortuussasorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Ind+1Pl	pizzatortuusaraluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Ind+1Sg	pizzatortuusaraluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Ind+3Sg	pizzatortuusaraluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Int+2Sg	pizzatortuusaraluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Par+1Sg	pizzatortuusaraluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Par+2Sg	pizzatortuusaraluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+GALUAR+V+Par+3Sg	pizzatortuusaraluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Ind+1Pl	pizzatortuusanngikkaluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Ind+1Sg	pizzatortuusanngikkaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Ind+3Sg	pizzatortuusanngikkaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Int+2Sg	pizzatortuusanngikkaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Par+1Sg	pizzatortuusanngikkaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Par+2Sg	pizzatortuusanngikkaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Par+3Sg	pizzatortuusanngikkaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Ind+1Pl	pizzatortuusanngilagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Ind+1Sg	pizzatortuusanngilanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Ind+3Sg	pizzatortuusanngilaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Int+2Sg	pizzatortuusanngilatit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+1Sg	pizzatortuusanngitsunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+1Sg+LI	pizzatortuusanngitsungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+1Sg+LU	pizzatortuusanngitsungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+2Sg	pizzatortuusanngitsutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+2Sg+LI	pizzatortuusanngitsutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+2Sg+LU	pizzatortuusanngitsutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+3Sg	pizzatortuusanngitsoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+3Sg+LI	pizzatortuusanngitsorli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+NNGIT+V+Par+3Sg+LU	pizzatortuusanngitsorlu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Ind+1Pl	pizzatortuusarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Ind+1Sg	pizzatortuusarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Ind+3Sg	pizzatortuusarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Int+2Sg	pizzatortuusarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Par+1Sg	pizzatortuusartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Par+2Sg	pizzatortuusartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TAR+V+Par+3Sg	pizzatortuusartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Ind+1Pl	pizzatortuusariaqaraluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Ind+1Sg	pizzatortuusariaqaraluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Ind+3Sg	pizzatortuusariaqaraluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Int+2Sg	pizzatortuusariaqaraluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Par+1Sg	pizzatortuusariaqaraluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Par+2Sg	pizzatortuusariaqaraluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+GALUAR+V+Par+3Sg	pizzatortuusariaqaraluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+1Pl	pizzatortuusariaqanngikkaluarpugut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+1Sg	pizzatortuusariaqanngikkaluarpunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+3Sg	pizzatortuusariaqanngikkaluarpoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Int+2Sg	pizzatortuusariaqanngikkaluarpit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+1Sg	pizzatortuusariaqanngikkaluartunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+2Sg	pizzatortuusariaqanngikkaluartutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+3Sg	pizzatortuusariaqanngikkaluartoq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Ind+1Pl	pizzatortuusariaqanngilagut
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Ind+1Sg	pizzatortuusariaqanngilanga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Ind+3Sg	pizzatortuusariaqanngilaq
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Int+2Sg	pizzatortuusariaqanngilatit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+1Sg	pizzatortuusariaqanngitsunga
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+1Sg+LI	pizzatortuusariaqanngitsungali
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+1Sg+LU	pizzatortuusariaqanngitsungalu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+2Sg	pizzatortuusariaqanngitsutit
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+2Sg+LI	pizzatortuusariaqanngitsutilli
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+2Sg+LU	pizzatortuusariaqanngitsutillu
pizza+Sem/food-h+TUR+TUQ+U+Sem/copula+TARIAQAR+Sem/must+NNGIT+V+Par+3Sg	pizzatortuusariaqanngitsoq
