Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
ilinniartip+Sem/teach+TARIAQAR+Sem/must+NNGIT+V+Ind+1Sg+3SgO	ilinniartittariaqanngilara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartittariaqanngilarali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartittariaqanngilaralu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+NNGIT+V+Ind+3Pl+1SgO	ilinniartittariaqanngilaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+NNGIT+V+Ind+3Pl+3SgO	ilinniartittariaqanngilaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+NNGIT+V+Int+2Sg+3SgO	ilinniartittariaqanngiliuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg+2PlO	ilinniartittariaqassagaluarpassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartittariaqassagaluarpassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartittariaqassagaluarpassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg+3SgO	ilinniartittariaqassagaluarpara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartittariaqassagaluarparali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartittariaqassagaluarparalu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+3Pl+1SgO	ilinniartittariaqassagaluarpaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+3Pl+3SgO	ilinniartittariaqassagaluarpaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+GALUAR+V+Int+2Sg+3SgO	ilinniartittariaqassagaluarpiuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg+2PlO	ilinniartittariaqassanngilassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartittariaqassanngilassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartittariaqassanngilassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg+3SgO	ilinniartittariaqassanngilara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartittariaqassanngilarali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartittariaqassanngilaralu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+3Pl+1SgO	ilinniartittariaqassanngilaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+3Pl+3SgO	ilinniartittariaqassanngilaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+NNGIT+V+Int+2Sg+3SgO	ilinniartittariaqassanngiliuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+1Sg+2PlO	ilinniartittariaqassavassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+1Sg+2PlO+LI	ilinniartittariaqassavassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+1Sg+2PlO+LU	ilinniartittariaqassavassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+1Sg+3SgO	ilinniartittariaqassavara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+1Sg+3SgO+LI	ilinniartittariaqassavarali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+1Sg+3SgO+LU	ilinniartittariaqassavaralu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+3Pl+1SgO	ilinniartittariaqassavaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Ind+3Pl+3SgO	ilinniartittariaqassavaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+SSA+V+Int+2Sg+3SgO	ilinniartittariaqassaviuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAQ+N+Abs+Sg	ilinniartittariaqagaq
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAQ+N+Abs+Sg+1SgPoss	ilinniartittariaqagara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+TAQ+N+Abs+Sg	ilinniartittariaqartaraluagaq
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartittariaqartaraluagara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+1Sg+2PlO	ilinniartittariaqartaraluarpassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartittariaqartaraluarpassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartittariaqartaraluarpassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+1Sg+3SgO	ilinniartittariaqartaraluarpara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartittariaqartaraluarparali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartittariaqartaraluarparalu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+3Pl+1SgO	ilinniartittariaqartaraluarpaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Ind+3Pl+3SgO	ilinniartittariaqartaraluarpaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+GALUAR+V+Int+2Sg+3SgO	ilinniartittariaqartaraluarpiuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+TAQ+N+Abs+Sg	ilinniartittariaqartanngikkaluagaq
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartittariaqartanngikkaluagara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+1Sg+2PlO	ilinniartittariaqartanngikkaluarpassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartittariaqartanngikkaluarpassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartittariaqartanngikkaluarpassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+1Sg+3SgO	ilinniartittariaqartanngikkaluarpara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartittariaqartanngikkaluarparali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartittariaqartanngikkaluarparalu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+3Pl+1SgO	ilinniartittariaqartanngikkaluarpaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Ind+3Pl+3SgO	ilinniartittariaqartanngikkaluarpaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+GALUAR+V+Int+2Sg+3SgO	ilinniartittariaqartanngikkaluarpiuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+TAQ+N+Abs+Sg	ilinniartittariaqartanngisaq
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+TAQ+N+Abs+Sg+1SgPoss	ilinniartittariaqartanngisara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+1Sg+2PlO	ilinniartittariaqartanngilassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartittariaqartanngilassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartittariaqartanngilassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+1Sg+3SgO	ilinniartittariaqartanngilara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartittariaqartanngilarali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartittariaqartanngilaralu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+3Pl+1SgO	ilinniartittariaqartanngilaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Ind+3Pl+3SgO	ilinniartittariaqartanngilaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+NNGIT+V+Int+2Sg+3SgO	ilinniartittariaqartanngiliuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+TAQ+N+Abs+Sg	ilinniartittariaqartagaq
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartittariaqartagara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+1Sg+2PlO	ilinniartittariaqartarpassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+1Sg+2PlO+LI	ilinniartittariaqartarpassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+1Sg+2PlO+LU	ilinniartittariaqartarpassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+1Sg+3SgO	ilinniartittariaqartarpara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+1Sg+3SgO+LI	ilinniartittariaqartarparali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+1Sg+3SgO+LU	ilinniartittariaqartarparalu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+3Pl+1SgO	ilinniartittariaqartarpaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Ind+3Pl+3SgO	ilinniartittariaqartarpaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+TAR+V+Int+2Sg+3SgO	ilinniartittariaqartarpiuk
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+1Sg+2PlO	ilinniartittariaqarpassi
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+1Sg+2PlO+LI	ilinniartittariaqarpassili
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+1Sg+2PlO+LU	ilinniartittariaqarpassilu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+1Sg+3SgO	ilinniartittariaqarpara
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+1Sg+3SgO+LI	ilinniartittariaqarparali
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+1Sg+3SgO+LU	ilinniartittariaqarparalu
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+3Pl+1SgO	ilinniartittariaqarpaannga
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Ind+3Pl+3SgO	ilinniartittariaqarpaat
ilinniartip+Sem/teach+TARIAQAR+Sem/must+V+Int+2Sg+3SgO	ilinniartittariaqarpiuk
ilinniartip+Sem/teach+V+Ind+1Sg+2PlO	ilinniartippassi
ilinniartip+Sem/teach+V+Ind+1Sg+2PlO+LI	ilinniartippassili
ilinniartip+Sem/teach+V+Ind+1Sg+2PlO+LU	ilinniartippassilu
ilinniartip+Sem/teach+V+Ind+1Sg+3SgO	ilinniartippara
ilinniartip+Sem/teach+V+Ind+1Sg+3SgO+LI	ilinniartipparali
ilinniartip+Sem/teach+V+Ind+1Sg+3SgO+LU	ilinniartipparalu
ilinniartip+Sem/teach+V+Ind+3Pl+1SgO	ilinniartippaannga
ilinniartip+Sem/teach+V+Ind+3Pl+3SgO	ilinniartippaat
ilinniartip+Sem/teach+V+Int+2Sg+3SgO	ilinniartippiuk
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GALUAR+V+Ind+1Pl	ilinniartitsisulerigaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GALUAR+V+Ind+1Sg	ilinniartitsisulerigaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GALUAR+V+Ind+3Sg	ilinniartitsisulerigaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GALUAR+V+Int+2Sg	ilinniartitsisulerigaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GALUAR+V+Par+1Sg	ilinniartitsisulerigaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+GALUAR+V+Ind+1Pl	ilinniartitsisulererusukkaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg	ilinniartitsisulererusukkaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+GALUAR+V+Ind+3Sg	ilinniartitsisulererusukkaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+GALUAR+V+Int+2Sg	ilinniartitsisulererusukkaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+GALUAR+V+Par+1Sg	ilinniartitsisulererusukkaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Pl	ilinniartitsisulererusunngikkaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	ilinniartitsisulererusunngikkaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	ilinniartitsisulererusunngikkaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	ilinniartitsisulererusunngikkaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+1Sg	ilinniartitsisulererusunngikkaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	ilinniartitsisulererusunngilagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	ilinniartitsisulererusunngilanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	ilinniartitsisulererusunngilaq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	ilinniartitsisulererusunngilatit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Par+1Sg	ilinniartitsisulererusunngitsunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Par+1Sg+LI	ilinniartitsisulererusunngitsungali
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+NNGIT+V+Par+1Sg+LU	ilinniartitsisulererusunngitsungalu
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	ilinniartitsisulererusussagaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	ilinniartitsisulererusussagaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	ilinniartitsisulererusussagaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	ilinniartitsisulererusussagaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+GALUAR+V+Par+1Sg	ilinniartitsisulererusussagaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Pl	ilinniartitsisulererusussanngilagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	ilinniartitsisulererusussanngilanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	ilinniartitsisulererusussanngilaq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	ilinniartitsisulererusussanngilatit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg	ilinniartitsisulererusussanngitsunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg+LI	ilinniartitsisulererusussanngitsungali
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg+LU	ilinniartitsisulererusussanngitsungalu
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Ind+1Pl	ilinniartitsisulererusussaagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Ind+1Sg	ilinniartitsisulererusussaanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Ind+3Sg	ilinniartitsisulererusussaaq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Int+2Sg	ilinniartitsisulererusussavit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Par+1Sg	ilinniartitsisulererusussasunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Par+1Sg+LI	ilinniartitsisulererusussasungali
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+SSA+V+Par+1Sg+LU	ilinniartitsisulererusussasungalu
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Pl	ilinniartitsisulererusuttaraluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg	ilinniartitsisulererusuttaraluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Sg	ilinniartitsisulererusuttaraluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg	ilinniartitsisulererusuttaraluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+GALUAR+V+Par+1Sg	ilinniartitsisulererusuttaraluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Pl	ilinniartitsisulererusuttanngikkaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg	ilinniartitsisulererusuttanngikkaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Sg	ilinniartitsisulererusuttanngikkaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg	ilinniartitsisulererusuttanngikkaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Par+1Sg	ilinniartitsisulererusuttanngikkaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Pl	ilinniartitsisulererusuttanngilagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg	ilinniartitsisulererusuttanngilanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Sg	ilinniartitsisulererusuttanngilaq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg	ilinniartitsisulererusuttanngilatit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg	ilinniartitsisulererusuttanngitsunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg+LI	ilinniartitsisulererusuttanngitsungali
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+NNGIT+V+Par+1Sg+LU	ilinniartitsisulererusuttanngitsungalu
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Ind+1Pl	ilinniartitsisulererusuttassaagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Ind+1Sg	ilinniartitsisulererusuttassaanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Ind+3Sg	ilinniartitsisulererusuttassaaq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Int+2Sg	ilinniartitsisulererusuttassavit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg	ilinniartitsisulererusuttassasunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg+LI	ilinniartitsisulererusuttassasungali
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+SSA+V+Par+1Sg+LU	ilinniartitsisulererusuttassasungalu
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+V+Ind+1Pl	ilinniartitsisulererusuttarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+V+Ind+1Sg	ilinniartitsisulererusuttarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+V+Ind+3Sg	ilinniartitsisulererusuttarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+V+Int+2Sg	ilinniartitsisulererusuttarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+TAR+V+Par+1Sg	ilinniartitsisulererusuttartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+V+Ind+1Pl	ilinniartitsisulererusuppugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+V+Ind+1Sg	ilinniartitsisulererusuppunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+V+Ind+3Sg	ilinniartitsisulererusuppoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+V+Int+2Sg	ilinniartitsisulererusuppit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+GUSUP+Sem/wish+V+Par+1Sg	ilinniartitsisulererusuttunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+GALUAR+V+Ind+1Pl	ilinniartitsisulerinngikkaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+GALUAR+V+Ind+1Sg	ilinniartitsisulerinngikkaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+GALUAR+V+Ind+3Sg	ilinniartitsisulerinngikkaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+GALUAR+V+Int+2Sg	ilinniartitsisulerinngikkaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+GALUAR+V+Par+1Sg	ilinniartitsisulerinngikkaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Ind+1Pl	ilinniartitsisulerinngilagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Ind+1Sg	ilinniartitsisulerinngilanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Ind+3Sg	ilinniartitsisulerinngilaq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Int+2Sg	ilinniartitsisulerinngilatit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Par+1Sg	ilinniartitsisulerinngitsunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Par+1Sg+LI	ilinniartitsisulerinngitsungali
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+NNGIT+V+Par+1Sg+LU	ilinniartitsisulerinngitsungalu
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+GALUAR+V+Ind+1Pl	ilinniartitsisulerissagaluarpugut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+GALUAR+V+Ind+1Sg	ilinniartitsisulerissagaluarpunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+GALUAR+V+Ind+3Sg	ilinniartitsisulerissagaluarpoq
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+GALUAR+V+Int+2Sg	ilinniartitsisulerissagaluarpit
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+GALUAR+V+Par+1Sg	ilinniartitsisulerissagaluartunga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+NNGIT+V+Ind+1Pl	ilinniartitsisulerissanngilagut
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+NNGIT+V+Ind+1Sg	ilinniartitsisulerissanngilanga
ilinniartitsisoq+Sem/Hprof+LIRI+Sem/work+SSA+NNGIT+V+Ind+3Sg	ilinniartitsisulerissanngilaq
