Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	Narsarmiunngorusussagaluarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	Narsarmiunngorusussagaluarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	Narsarmiunngorusussagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	Narsarmiunngorusussagaluarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+GALUAR+V+Par+1Sg	Narsarmiunngorusussagaluartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Pl	Narsarmiunngorusussanngilagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	Narsarmiunngorusussanngilanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Narsarmiunngorusussanngilaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	Narsarmiunngorusussanngilatit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg	Narsarmiunngorusussanngitsunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg+LI	Narsarmiunngorusussanngitsungali
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg+LU	Narsarmiunngorusussanngitsungalu
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Ind+1Pl	Narsarmiunngorusussaagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Ind+1Sg	Narsarmiunngorusussaanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Narsarmiunngorusussaaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Int+2Sg	Narsarmiunngorusussavit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+SSA+V+Par+1Sg	Narsarmiunngorusussasunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Ind+1Pl	Narsarmiunngorusuppugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Ind+1Sg	Narsarmiunngorusuppunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Ind+3Sg	Narsarmiunngorusuppoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Int+2Sg	Narsarmiunngorusuppit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+GUSUP+Sem/wish+V+Par+1Sg	Narsarmiunngorusuttunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Ind+1Pl	Narsarmiunngunngikkaluarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Ind+1Sg	Narsarmiunngunngikkaluarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Ind+3Sg	Narsarmiunngunngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Int+2Sg	Narsarmiunngunngikkaluarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+GALUAR+V+Par+1Sg	Narsarmiunngunngikkaluartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+V+Ind+1Pl	Narsarmiunngunngilagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+V+Ind+1Sg	Narsarmiunngunngilanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+V+Ind+3Sg	Narsarmiunngunngilaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+V+Int+2Sg	Narsarmiunngunngilatit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+NNGIT+V+Par+1Sg	Narsarmiunngunngitsunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+GALUAR+V+Ind+1Pl	Narsarmiunngussagaluarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+GALUAR+V+Ind+1Sg	Narsarmiunngussagaluarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+GALUAR+V+Ind+3Sg	Narsarmiunngussagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+GALUAR+V+Int+2Sg	Narsarmiunngussagaluarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+GALUAR+V+Par+1Sg	Narsarmiunngussagaluartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Ind+1Pl	Narsarmiunngussanngilagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Ind+1Sg	Narsarmiunngussanngilanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Ind+3Sg	Narsarmiunngussanngilaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Int+2Sg	Narsarmiunngussanngilatit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Par+1Sg	Narsarmiunngussanngitsunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Par+1Sg+LI	Narsarmiunngussanngitsungali
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+NNGIT+V+Par+1Sg+LU	Narsarmiunngussanngitsungalu
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+V+Ind+1Pl	Narsarmiunngussaagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+V+Ind+1Sg	Narsarmiunngussaanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+V+Ind+3Sg	Narsarmiunngussaaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+V+Int+2Sg	Narsarmiunngussavit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+SSA+V+Par+1Sg	Narsarmiunngussasunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Ind+1Pl	Narsarmiunngortariaqaraluarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Ind+1Sg	Narsarmiunngortariaqaraluarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Ind+3Sg	Narsarmiunngortariaqaraluarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Int+2Sg	Narsarmiunngortariaqaraluarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+GALUAR+V+Par+1Sg	Narsarmiunngortariaqaraluartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+1Pl	Narsarmiunngortariaqanngikkaluarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+1Sg	Narsarmiunngortariaqanngikkaluarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Ind+3Sg	Narsarmiunngortariaqanngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Int+2Sg	Narsarmiunngortariaqanngikkaluarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+GALUAR+V+Par+1Sg	Narsarmiunngortariaqanngikkaluartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Ind+1Pl	Narsarmiunngortariaqanngilagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Ind+1Sg	Narsarmiunngortariaqanngilanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Ind+3Sg	Narsarmiunngortariaqanngilaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Int+2Sg	Narsarmiunngortariaqanngilatit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+NNGIT+V+Par+1Sg	Narsarmiunngortariaqanngitsunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Pl	Narsarmiunngortariaqassagaluarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+1Sg	Narsarmiunngortariaqassagaluarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Ind+3Sg	Narsarmiunngortariaqassagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Int+2Sg	Narsarmiunngortariaqassagaluarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+GALUAR+V+Par+1Sg	Narsarmiunngortariaqassagaluartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Pl	Narsarmiunngortariaqassanngilagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+1Sg	Narsarmiunngortariaqassanngilanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Ind+3Sg	Narsarmiunngortariaqassanngilaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Int+2Sg	Narsarmiunngortariaqassanngilatit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Par+1Sg	Narsarmiunngortariaqassanngitsunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Par+1Sg+LI	Narsarmiunngortariaqassanngitsungali
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+NNGIT+V+Par+1Sg+LU	Narsarmiunngortariaqassanngitsungalu
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Ind+1Pl	Narsarmiunngortariaqassaagut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Ind+1Sg	Narsarmiunngortariaqassaanga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Ind+3Sg	Narsarmiunngortariaqassaaq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Int+2Sg	Narsarmiunngortariaqassavit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+SSA+V+Par+1Sg	Narsarmiunngortariaqassasunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Ind+1Pl	Narsarmiunngortariaqarpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Ind+1Sg	Narsarmiunngortariaqarpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Ind+3Sg	Narsarmiunngortariaqarpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Int+2Sg	Narsarmiunngortariaqarpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+TARIAQAR+Sem/must+V+Par+1Sg	Narsarmiunngortariaqartunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+V+Ind+1Pl	Narsarmiunngorpugut
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+V+Ind+1Sg	Narsarmiunngorpunga
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+V+Ind+3Sg	Narsarmiunngorpoq
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+V+Int+2Sg	Narsarmiunngorpit
Narsaq+Sem/Geo+Prop+MIU+NNGUR+Sem/become_be+V+Par+1Sg	Narsarmiunngortunga
Narsaq+Sem/Geo+Prop+MIU+QAR+GALUAR+V+Ind+3Sg	Narsarmioqaraluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+NNGIT+GALUAR+V+Ind+3Sg	Narsarmioqanngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+NNGIT+TUQ+N+Abs+Sg	Narsarmioqanngitsoq
Narsaq+Sem/Geo+Prop+MIU+QAR+NNGIT+V+Ind+3Sg	Narsarmioqanngilaq
Narsaq+Sem/Geo+Prop+MIU+QAR+SSA+GALUAR+V+Ind+3Sg	Narsarmioqassagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+SSA+NNGIT+GALUAR+V+Ind+3Sg	Narsarmioqassanngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+SSA+NNGIT+TUQ+N+Abs+Sg	Narsarmioqassanngitsoq
Narsaq+Sem/Geo+Prop+MIU+QAR+SSA+NNGIT+V+Ind+3Sg	Narsarmioqassanngilaq
Narsaq+Sem/Geo+Prop+MIU+QAR+SSA+V+Ind+3Sg	Narsarmioqassaaq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+GALUAR+V+Ind+3Sg	Narsarmioqartaraluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+NNGIT+GALUAR+V+Ind+3Sg	Narsarmioqartanngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+NNGIT+TUQ+N+Abs+Sg	Narsarmioqartanngitsoq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+NNGIT+V+Ind+3Sg	Narsarmioqartanngilaq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+SSA+GALUAR+V+Ind+3Sg	Narsarmioqartassagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+SSA+NNGIT+GALUAR+V+Ind+3Sg	Narsarmioqartassanngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+SSA+NNGIT+TUQ+N+Abs+Sg	Narsarmioqartassanngitsoq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+SSA+NNGIT+V+Ind+3Sg	Narsarmioqartassanngilaq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+SSA+V+Ind+3Sg	Narsarmioqartassaaq
Narsaq+Sem/Geo+Prop+MIU+QAR+TAR+V+Ind+3Sg	Narsarmioqartarpoq
Narsaq+Sem/Geo+Prop+MIU+QAR+V+Ind+3Sg	Narsarmioqarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GALUAR+V+Ind+1Pl	Narsarmiuugaluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GALUAR+V+Ind+1Sg	Narsarmiuugaluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GALUAR+V+Ind+3Sg	Narsarmiuugaluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GALUAR+V+Int+2Sg	Narsarmiuugaluarpit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GALUAR+V+Par+1Sg	Narsarmiuugaluartunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+1Pl	Narsarmioorusukkaluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg	Narsarmioorusukkaluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+3Sg	Narsarmioorusukkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Int+2Sg	Narsarmioorusukkaluarpit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Par+1Sg	Narsarmioorusukkaluartunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Pl	Narsarmioorusunngikkaluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	Narsarmioorusunngikkaluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	Narsarmioorusunngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	Narsarmioorusunngikkaluarpit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Par+1Sg	Narsarmioorusunngikkaluartunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	Narsarmioorusunngilagut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	Narsarmioorusunngilanga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Narsarmioorusunngilaq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	Narsarmioorusunngilatit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Par+1Sg	Narsarmioorusunngitsunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	Narsarmioorusussagaluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	Narsarmioorusussagaluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	Narsarmioorusussagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	Narsarmioorusussagaluarpit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Par+1Sg	Narsarmioorusussagaluartunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Pl	Narsarmioorusussanngilagut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	Narsarmioorusussanngilanga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Narsarmioorusussanngilaq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	Narsarmioorusussanngilatit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg	Narsarmioorusussanngitsunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg+LI	Narsarmioorusussanngitsungali
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Par+1Sg+LU	Narsarmioorusussanngitsungalu
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+1Pl	Narsarmioorusussaagut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+1Sg	Narsarmioorusussaanga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Narsarmioorusussaaq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Int+2Sg	Narsarmioorusussavit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Par+1Sg	Narsarmioorusussasunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+1Pl	Narsarmioorusuppugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+1Sg	Narsarmioorusuppunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+3Sg	Narsarmioorusuppoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+V+Int+2Sg	Narsarmioorusuppit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+GUSUP+Sem/wish+V+Par+1Sg	Narsarmioorusuttunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+1Pl	Narsarmiuunngikkaluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+1Sg	Narsarmiuunngikkaluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+3Sg	Narsarmiuunngikkaluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+GALUAR+V+Int+2Sg	Narsarmiuunngikkaluarpit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+GALUAR+V+Par+1Sg	Narsarmiuunngikkaluartunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+V+Ind+1Pl	Narsarmiuunngilagut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+V+Ind+1Sg	Narsarmiuunngilanga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+V+Ind+3Sg	Narsarmiuunngilaq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+V+Int+2Sg	Narsarmiuunngilatit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+NNGIT+V+Par+1Sg	Narsarmiuunngitsunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+GALUAR+V+Ind+1Pl	Narsarmiuussagaluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+GALUAR+V+Ind+1Sg	Narsarmiuussagaluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+GALUAR+V+Ind+3Sg	Narsarmiuussagaluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+GALUAR+V+Int+2Sg	Narsarmiuussagaluarpit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+GALUAR+V+Par+1Sg	Narsarmiuussagaluartunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Ind+1Pl	Narsarmiuussanngilagut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Ind+1Sg	Narsarmiuussanngilanga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Ind+3Sg	Narsarmiuussanngilaq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Int+2Sg	Narsarmiuussanngilatit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Par+1Sg	Narsarmiuussanngitsunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Par+1Sg+LI	Narsarmiuussanngitsungali
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+NNGIT+V+Par+1Sg+LU	Narsarmiuussanngitsungalu
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+V+Ind+1Pl	Narsarmiuussaagut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+V+Ind+1Sg	Narsarmiuussaanga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+V+Ind+3Sg	Narsarmiuussaaq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+V+Int+2Sg	Narsarmiuussavit
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+SSA+V+Par+1Sg	Narsarmiuussasunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+TARIAQAR+Sem/must+GALUAR+V+Ind+1Pl	Narsarmiuusariaqaraluarpugut
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+TARIAQAR+Sem/must+GALUAR+V+Ind+1Sg	Narsarmiuusariaqaraluarpunga
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+TARIAQAR+Sem/must+GALUAR+V+Ind+3Sg	Narsarmiuusariaqaraluarpoq
Narsaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+TARIAQAR+Sem/must+GALUAR+V+Int+2Sg	Narsarmiuusariaqaraluarpit
